weather_date,highest_temp,lowset_temp,weather,wind_direction,air_quality
2021-04-24 周六,21°,17°,阴~中雨,东北风3级,47 优
2021-04-25 周日,18°,16°,小雨~阴,北风4级,37 优
2021-04-26 周一,17°,16°,阴~小雨,北风2级,24 优
2021-04-27 周二,20°,17°,小雨,北风微风,33 优
2021-04-28 周三,22°,16°,阴~多云,西北风2级,55 良
2021-04-29 周四,19°,17°,多云~晴,西南风3级,59 良
2021-04-30 周五,31°,20°,晴,西南风3级,67 良
2021-05-01 周六,30°,20°,晴,东北风2级,66 良
2021-05-02 周日,30°,21°,阴~多云,东北风2级,80 良
2021-05-03 周一,30°,21°,小雨~大雨,南风3级,57 良
2021-05-04 周二,25°,18°,小雨~多云,西北风3级,30 优
2021-05-05 周三,27°,19°,多云,东北风2级,73 良
2021-05-06 周四,23°,19°,阴~雷阵雨,东北风1级,82 良
2021-05-07 周五,28°,21°,多云~雷阵雨,东北风微风,68 良
2021-05-08 周六,28°,20°,阴~多云,西南风2级,67 良
2021-05-09 周日,31°,23°,阴~多云,南风2级,52 良
2021-05-10 周一,33°,23°,阴~暴雨,西南风2级,45 优
2021-05-11 周二,24°,22°,阴,西南风2级,27 优
2021-05-12 周三,24°,21°,阴~雷阵雨,东北风微风,33 优
2021-05-13 周四,25°,20°,暴雨~雷阵雨,南风2级,44 优
2021-05-14 周五,33°,26°,阴~多云,西南风微风,30 优
2021-05-15 周六,35°,25°,多云~雷阵雨,西南风3级,36 优
2021-05-16 周日,24°,19°,小雨,西北风3级,33 优
2021-05-17 周一,23°,18°,阴~小雨,东北风微风,30 优
2021-05-18 周二,21°,17°,小雨,西北风1级,50 优
2021-05-19 周三,19°,18°,大雨~小雨,西北风1级,41 优
2021-05-20 周四,22°,20°,阴,西南风1级,33 优
2021-05-21 周五,23°,20°,阴~中雨,西南风2级,37 优
2021-05-22 周六,22°,19°,中雨~暴雨,东北风2级,24 优
2021-05-23 周日,21°,20°,暴雨~雷阵雨,北风2级,14 优
2021-05-24 周一,27°,21°,阴~多云,西北风2级,43 优
2021-05-25 周二,26°,21°,阴~雷阵雨,西南风2级,60 良
2021-05-26 周三,32°,21°,阴~中雨,西南风3级,51 良
2021-05-27 周四,28°,21°,多云~阴,西南风2级,32 优
2021-05-28 周五,25°,20°,阴,西南风2级,40 优
2021-05-29 周六,23°,19°,阴~多云,西南风2级,30 优
2021-05-30 周日,27°,22°,多云,南风1级,43 优
2021-05-31 周一,30°,24°,多云,东南风2级,58 良
2021-06-01 周二,31°,24°,多云,东南风1级,28 优
2021-06-02 周三,29°,23°,中雨~雷阵雨,东北风1级,44 优
2021-06-03 周四,26°,21°,暴雨~雷阵雨,西北风3级,42 优
2021-06-04 周五,27°,19°,阴~晴,西北风2级,38 优
2021-06-05 周六,30°,20°,晴,西南风2级,63 良
2021-06-06 周日,31°,22°,晴,东南风2级,73 良
2021-06-07 周一,33°,23°,多云~晴,东南风2级,62 良
2021-06-08 周二,34°,25°,多云,东南风2级,67 良
2021-06-09 周三,33°,25°,多云~雷阵雨,西南风1级,55 良
2021-06-10 周四,28°,24°,阴~中雨,北风2级,41 优
2021-06-11 周五,29°,25°,小雨~雷阵雨,东北风1级,30 优
2021-06-12 周六,32°,26°,阴~多云,东风1级,48 优
2021-06-13 周日,33°,27°,阴~多云,西南风2级,29 优
2021-06-14 周一,34°,28°,阴~多云,西南风3级,26 优
2021-06-15 周二,34°,28°,阴~多云,西南风3级,28 优
2021-06-16 周三,34°,28°,阴~多云,西南风3级,50 优
2021-06-17 周四,35°,27°,多云,西南风3级,44 优
2021-06-18 周五,34°,26°,小雨~中雨,北风2级,34 优
2021-06-19 周六,27°,24°,阴~中雨,东北风2级,31 优
2021-06-20 周日,25°,23°,阴~雷阵雨,东北风2级,27 优
2021-06-21 周一,27°,23°,阴,北风2级,34 优
2021-06-22 周二,32°,24°,阴~晴,东北风2级,44 优
2021-06-23 周三,31°,26°,阴~多云,东北风2级,47 优
2021-06-24 周四,31°,26°,多云,东南风2级,35 优
2021-06-25 周五,33°,27°,多云,南风2级,44 优
2021-06-26 周六,34°,27°,阴~多云,西南风2级,40 优
2021-06-27 周日,32°,26°,阴~暴雨,西南风2级,50 优
2021-06-28 周一,31°,26°,大雨~中雨,西北风1级,41 优
2021-06-29 周二,29°,25°,中雨~大雨,西南风2级,27 优
2021-06-30 周三,26°,24°,暴雨,西南风2级,20 优
2021-07-01 周四,27°,25°,大雨~中雨,南风2级,36 优
2021-07-02 周五,32°,27°,阴~雷阵雨,西南风2级,35 优
2021-07-03 周六,32°,27°,中雨~雷阵雨,西南风2级,44 优
2021-07-04 周日,32°,27°,阴~多云,西南风2级,46 优
2021-07-05 周一,35°,27°,阴~晴,西南风2级,47 优
2021-07-06 周二,35°,28°,阴~晴,西南风2级,64 良
2021-07-07 周三,35°,28°,多云~晴,西南风3级,63 良
2021-07-08 周四,35°,28°,多云~晴,西南风3级,43 优
2021-07-09 周五,35°,28°,阴~晴,西南风2级,47 优
2021-07-10 周六,36°,29°,阴~晴,西南风2级,54 良
2021-07-11 周日,36°,29°,阴~晴,西南风3级,55 良
2021-07-12 周一,36°,29°,晴,西南风3级,39 优
2021-07-13 周二,36°,29°,多云~晴,西南风3级,41 优
2021-07-14 周三,37°,29°,晴,西南风3级,43 优
2021-07-15 周四,37°,30°,多云~晴,西南风2级,47 优
2021-07-16 周五,36°,27°,阴~多云,西南风2级,54 良
2021-07-17 周六,33°,26°,阴~多云,西南风2级,48 优
2021-07-18 周日,28°,25°,中雨~多云,东南风2级,27 优
2021-07-19 周一,32°,26°,阴~多云,东南风2级,39 优
2021-07-20 周二,34°,27°,阴~晴,东风2级,46 优
2021-07-21 周三,34°,26°,阴~晴,东北风2级,33 优
2021-07-22 周四,33°,27°,晴,东北风3级,39 优
2021-07-23 周五,34°,27°,晴,东北风3级,42 优
2021-07-24 周六,32°,26°,阴~多云,北风3级,42 优
2021-07-25 周日,33°,26°,多云,北风3级,36 优
2021-07-26 周一,34°,27°,多云,西北风2级,33 优
2021-07-27 周二,34°,27°,多云,西北风2级,30 优
2021-07-28 周三,34°,27°,阴~多云,西北风2级,27 优
2021-07-29 周四,33°,27°,多云,东北风1级,35 优
2021-07-30 周五,33°,27°,阴~多云,东南风1级,52 良
2021-07-31 周六,33°,27°,阴~多云,西南风2级,46 优
2021-08-01 周日,36°,28°,多云~晴,东北风1级,57 良
2021-08-02 周一,36°,29°,晴,东北风2级,69 良
2021-08-03 周二,35°,28°,晴,东北风3级,62 良
2021-08-04 周三,35°,27°,多云~雷阵雨,东北风3级,33 优
2021-08-05 周四,34°,28°,多云,东北风2级,18 优
2021-08-06 周五,35°,28°,多云~晴,东北风3级,37 优
2021-08-07 周六,35°,29°,多云,北风2级,50 优
2021-08-08 周日,35°,29°,晴~多云,东北风2级,49 优
2021-08-09 周一,35°,26°,阴~雷阵雨,东北风2级,64 良
2021-08-10 周二,30°,26°,小雨~雷阵雨,东北风1级,52 良
2021-08-11 周三,30°,27°,中雨~雷阵雨,西南风1级,44 优
2021-08-12 周四,32°,26°,阴~中雨,西南风2级,32 优
2021-08-13 周五,32°,25°,小雨~大雨,西南风2级,41 优
2021-08-14 周六,25°,23°,小雨~雷阵雨,北风2级,34 优
2021-08-15 周日,28°,25°,阴~雷阵雨,北风2级,32 优
2021-08-16 周一,31°,25°,小雨~雷阵雨,西南风2级,37 优
2021-08-17 周二,30°,25°,大雨~阴,西南风1级,28 优
2021-08-18 周三,29°,26°,多云,东北风2级,35 优
2021-08-19 周四,32°,26°,小雨~多云,东南风1级,53 良
2021-08-20 周五,33°,26°,阴~多云,西南风2级,45 优
2021-08-21 周六,33°,26°,小雨~多云,西南风2级,41 优
2021-08-22 周日,34°,27°,多云,南风2级,52 良
2021-08-23 周一,34°,27°,阴~多云,西南风2级,41 优
2021-08-24 周二,32°,26°,阴~雷阵雨,西南风2级,46 优
2021-08-25 周三,29°,25°,大雨~多云,东北风1级,30 优
2021-08-26 周四,32°,25°,阴~雷阵雨,东北风1级,51 良
2021-08-27 周五,30°,25°,阴~多云,东北风2级,43 优
2021-08-28 周六,32°,26°,阴~晴,东北风1级,47 优
2021-08-29 周日,34°,27°,阴~晴,南风1级,56 良
2021-08-30 周一,35°,28°,雾~晴,东南风1级,60 良
2021-08-31 周二,35°,28°,多云~晴,东南风1级,54 良
2021-09-01 周三,35°,28°,多云~晴,东风2级,47 优
2021-09-02 周四,34°,27°,晴~多云,东北风1级,58 良
2021-09-03 周五,34°,27°,多云~晴,东北风1级,39 优
2021-09-04 周六,34°,28°,多云~晴,南风1级,64 良
2021-09-05 周日,35°,27°,多云,西南风2级,56 良
2021-09-06 周一,32°,26°,多云,东北风3级,54 良
2021-09-07 周二,29°,25°,多云,北风3级,38 优
2021-09-08 周三,30°,26°,多云,东北风2级,46 优
2021-09-09 周四,34°,26°,多云,东北风1级,66 良
2021-09-10 周五,33°,26°,晴,东北风2级,49 优
2021-09-11 周六,34°,26°,晴,北风2级,59 良
2021-09-12 周日,33°,26°,晴,北风3级,54 良
2021-09-13 周一,31°,25°,晴,北风3级,38 优
2021-09-14 周二,32°,25°,晴,北风3级,40 优
2021-09-15 周三,32°,24°,多云~晴,北风3级,51 良
2021-09-16 周四,32°,24°,晴,北风2级,64 良
2021-09-17 周五,32°,24°,晴,东北风2级,58 良
2021-09-18 周六,34°,26°,晴,东北风2级,74 良
2021-09-19 周日,35°,24°,晴~雷阵雨,西南风2级,72 良
2021-09-20 周一,30°,23°,多云~晴,北风2级,34 优
2021-09-21 周二,33°,23°,晴,西南风2级,42 优
2021-09-22 周三,34°,24°,晴,东南风2级,53 良
2021-09-23 周四,35°,27°,晴~多云,东南风2级,59 良
2021-09-24 周五,34°,26°,多云,东南风2级,49 优
2021-09-25 周六,36°,27°,晴,东南风2级,45 优
2021-09-26 周日,35°,27°,晴,东风2级,58 良
2021-09-27 周一,35°,27°,晴,东北风2级,61 良
2021-09-28 周二,35°,26°,雾~多云,东北风2级,68 良
2021-09-29 周三,29°,24°,小雨~多云,北风2级,57 良
2021-09-30 周四,31°,22°,多云~晴,北风2级,36 优
2021-10-01 周五,33°,24°,晴,东北风1级,55 良
2021-10-02 周六,34°,24°,晴,东南风1级,64 良
2021-10-03 周日,36°,26°,晴,东南风2级,57 良
2021-10-04 周一,35°,25°,晴,东南风2级,52 良
2021-10-05 周二,33°,24°,晴,东北风2级,58 良
2021-10-06 周三,31°,23°,雾~晴,东北风3级,61 良
2021-10-07 周四,28°,21°,晴~多云,北风4级,54 良
2021-10-08 周五,25°,21°,多云,北风3级,46 优
2021-10-09 周六,30°,24°,多云,北风3级,44 优
2021-10-10 周日,29°,18°,雾~多云,北风4级,50 优
2021-10-11 周一,19°,18°,多云,北风4级,43 优
2021-10-12 周二,23°,20°,多云,北风4级,56 良
2021-10-13 周三,22°,20°,多云,北风4级,39 优
2021-10-14 周四,27°,20°,多云~小雨,北风3级,32 优
2021-10-15 周五,20°,17°,多云~小雨,北风3级,22 优
2021-10-16 周六,17°,12°,小雨,北风4级,21 优
2021-10-17 周日,15°,13°,多云~小雨,北风3级,42 优
2021-10-18 周一,16°,14°,多云~阴,西北风1级,39 优
2021-10-19 周二,17°,13°,小雨,东北风2级,49 优
2021-10-20 周三,13°,11°,小雨,东北风3级,33 优
2021-10-21 周四,14°,12°,多云~阴,西北风3级,24 优
2021-10-22 周五,16°,13°,多云~阴,北风2级,65 良
2021-10-23 周六,18°,15°,多云~阴,东北风2级,81 良
2021-10-24 周日,20°,13°,多云~晴,东北风1级,66 良
2021-10-25 周一,22°,14°,晴~多云,东北风2级,61 良
2021-10-26 周二,23°,16°,多云,北风2级,66 良
2021-10-27 周三,22°,17°,多云,北风2级,65 良
2021-10-28 周四,24°,16°,多云,东北风2级,72 良
2021-10-29 周五,21°,16°,多云,北风2级,96 良
2021-10-30 周六,25°,16°,晴,东北风2级,85 良
2021-10-31 周日,24°,17°,阴~多云,东北风2级,97 良
2021-11-01 周一,23°,17°,多云~小雨,北风1级,85 良
2021-11-02 周二,18°,16°,雾~阴,北风2级,65 良
2021-11-03 周三,22°,16°,雾~阴,东北风1级,62 良
2021-11-04 周四,18°,17°,小雨~中雨,东南风1级,53 良
2021-11-05 周五,19°,18°,中雨~小雨,东北风1级,29 优
2021-11-06 周六,21°,18°,小雨,东北风2级,39 优
2021-11-07 周日,19°,7°,小雨~阴,西北风4级,37 优
2021-11-08 周一,13°,6°,晴,西北风4级,40 优
2021-11-09 周二,17°,8°,晴,西北风1级,47 优
2021-11-10 周三,20°,9°,晴,西南风2级,61 良
2021-11-11 周四,20°,12°,多云,北风2级,53 良
2021-11-12 周五,20°,11°,多云,北风2级,52 良
2021-11-13 周六,20°,10°,多云~晴,西北风1级,62 良
2021-11-14 周日,21°,10°,晴,东风1级,67 良
2021-11-15 周一,22°,16°,晴~阴,东北风1级,63 良
2021-11-16 周二,22°,15°,多云~阴,东北风2级,58 良
2021-11-17 周三,15°,12°,小雨~多云,北风2级,89 良
2021-11-18 周四,17°,10°,多云~雾,东南风1级,124 轻度
2021-11-19 周五,16°,13°,雾~多云,东风2级,102 轻度
2021-11-20 周六,17°,14°,小雨,东北风1级,70 良
2021-11-21 周日,15°,7°,中雨~小雨,北风3级,38 优
2021-11-22 周一,12°,5°,多云~晴,北风4级,63 良
2021-11-23 周二,13°,6°,晴,北风2级,73 良
2021-11-24 周三,15°,6°,多云~晴,西南风1级,75 良
2021-11-25 周四,19°,7°,晴,东南风1级,83 良
2021-11-26 周五,20°,9°,晴,东北风2级,80 良
2021-11-27 周六,18°,10°,晴,东北风3级,85 良
2021-11-28 周日,19°,12°,多云,东北风2级,73 良
2021-11-29 周一,21°,9°,多云,北风3级,61 良
2021-11-30 周二,16°,6°,多云~晴,西北风4级,57 良
2021-12-01 周三,13°,4°,多云~晴,东北风3级,50 优
2021-12-02 周四,14°,5°,多云~晴,西北风2级,52 良
2021-12-03 周五,16°,6°,多云~晴,西北风2级,79 良
2021-12-04 周六,16°,7°,多云~晴,东北风1级,79 良
2021-12-05 周日,18°,6°,多云~晴,东北风2级,71 良
2021-12-06 周一,18°,8°,多云~晴,东北风2级,69 良
2021-12-07 周二,18°,10°,多云,东北风3级,96 良
2021-12-08 周三,17°,10°,多云,东北风2级,127 轻度
2021-12-09 周四,18°,9°,多云~晴,东北风2级,123 轻度
2021-12-10 周五,19°,10°,多云~晴,东北风2级,142 轻度
2021-12-11 周六,19°,11°,多云,东北风2级,138 轻度
2021-12-12 周日,10°,8°,小雨~阴,北风3级,111 轻度
2021-12-13 周一,11°,8°,多云~阴,东北风2级,129 轻度
2021-12-14 周二,15°,10°,多云,西南风1级,91 良
2021-12-15 周三,18°,12°,雾~多云,东南风1级,77 良
2021-12-16 周四,15°,10°,多云~阴,北风3级,87 良
2021-12-17 周五,14°,4°,多云~晴,东北风4级,92 良
2021-12-18 周六,11°,4°,晴,东北风3级,69 良
2021-12-19 周日,14°,4°,晴,东北风1级,72 良
2021-12-20 周一,11°,9°,多云,西南风2级,90 良
2021-12-21 周二,16°,6°,雾~晴,东南风2级,73 良
2021-12-22 周三,17°,7°,多云~晴,东北风2级,84 良
2021-12-23 周四,15°,8°,雾~多云,东北风1级,94 良
2021-12-24 周五,14°,4°,多云~小雨,北风3级,129 轻度
2021-12-25 周六,2°,0°,小雨~阴,北风4级,46 优
2021-12-26 周日,1°,0°,多云~小雪,北风4级,59 良
2021-12-27 周一,5°,3°,多云~阴,北风2级,51 良
2021-12-28 周二,5°,4°,多云~小雨,西南风1级,73 良
2021-12-29 周三,10°,3°,雾~晴,西北风2级,85 良
2021-12-30 周四,12°,3°,多云~晴,北风2级,84 良
2021-12-31 周五,11°,5°,多云,东北风2级,87 良
2022-01-01 周六,13°,3°,多云~晴,西南风1级,125 轻度
2022-01-02 周日,13°,4°,多云~晴,东北风1级,120 轻度
2022-01-03 周一,15°,9°,多云,东北风1级,123 轻度
2022-01-04 周二,16°,9°,多云~小雨,东北风2级,121 轻度
2022-01-05 周三,9°,7°,小雨~阴,北风3级,110 轻度
2022-01-06 周四,8°,6°,多云~小雨,北风3级,37 优
2022-01-07 周五,8°,6°,雾~阴,北风2级,66 良
2022-01-08 周六,8°,6°,阴~小雨,北风2级,97 良
2022-01-09 周日,9°,5°,雾~多云,西北风2级,89 良
2022-01-10 周一,9°,5°,小雨~阴,北风2级,82 良
2022-01-11 周二,11°,2°,多云~晴,北风2级,90 良
2022-01-12 周三,10°,5°,多云~晴,北风1级,120 轻度
2022-01-13 周四,10°,2°,多云,北风3级,96 良
2022-01-14 周五,5°,3°,小雨~阴,东北风2级,114 轻度
2022-01-15 周六,11°,7°,多云~小雨,东北风1级,118 轻度
2022-01-16 周日,10°,7°,小雨,北风2级,138 轻度
2022-01-17 周一,10°,7°,小雨~阴,北风2级,140 轻度
2022-01-18 周二,13°,6°,多云,北风2级,171 中度
2022-01-19 周三,15°,7°,多云,东北风1级,111 轻度
2022-01-20 周四,14°,8°,多云~小雨,东北风2级,144 轻度
2022-01-21 周五,10°,8°,雾~小雨,东北风3级,114 轻度
2022-01-22 周六,10°,8°,中雨~小雨,东北风2级,53 良
2022-01-23 周日,8°,7°,小雨,北风3级,18 优
2022-01-24 周一,8°,6°,多云~小雨,北风3级,19 优
2022-01-25 周二,8°,6°,小雨,北风2级,40 优
2022-01-26 周三,7°,5°,小雨,北风2级,31 优
2022-01-27 周四,6°,4°,小雨,北风3级,24 优
2022-01-28 周五,4°,1°,小雨,西北风3级,17 优
2022-01-29 周六,2°,1°,雨夹雪~小雪,西北风2级,26 优
2022-01-30 周日,6°,3°,多云~阴,北风2级,43 优
2022-01-31 周一,4°,3°,小雨,北风2级,54 良
2022-02-01 周二,5°,3°,小雨,北风2级,123 轻度
2022-02-02 周三,3°,2°,小雨~雨夹雪,西北风3级,70 良
2022-02-03 周四,4°,3°,雾~阴,北风2级,51 良
2022-02-04 周五,8°,2°,多云,北风2级,38 优
2022-02-05 周六,10°,3°,雾~多云,东北风2级,47 优
2022-02-06 周日,6°,3°,雾~中雨,东北风3级,77 良
2022-02-07 周一,3°,1°,雨夹雪~阴,北风3级,31 优
2022-02-08 周二,5°,2°,多云~雨夹雪,北风2级,36 优
2022-02-09 周三,4°,2°,雨夹雪~多云,西北风1级,32 优
2022-02-10 周四,6°,4°,阴~小雨,东北风2级,39 优
2022-02-11 周五,6°,4°,中雨~阴,西北风2级,38 优
2022-02-12 周六,7°,4°,小雨,北风2级,52 良
2022-02-13 周日,7°,5°,小雨~阴,西北风2级,77 良
2022-02-14 周一,10°,4°,雾~晴,东北风2级,58 良
2022-02-15 周二,11°,6°,多云~阴,北风2级,61 良
2022-02-16 周三,11°,6°,多云~小雨,东北风3级,111 轻度
2022-02-17 周四,6°,2°,雨夹雪~小雨,北风3级,47 优
2022-02-18 周五,3°,2°,中雨~雨夹雪,西北风3级,20 优
2022-02-19 周六,6°,3°,多云~阴,北风4级,32 优
2022-02-20 周日,5°,3°,多云~阴,东北风3级,72 良
2022-02-21 周一,6°,1°,多云~雨夹雪,东北风2级,47 优
2022-02-22 周二,3°,1°,中雨~中雪,北风3级,37 优
2022-02-23 周三,6°,1°,阴~多云,北风2级,63 良
2022-02-24 周四,10°,2°,阴~晴,东北风2级,67 良
2022-02-25 周五,13°,5°,阴~晴,南风1级,71 良
2022-02-26 周六,16°,7°,阴~晴,西南风1级,87 良
2022-02-27 周日,18°,12°,阴~多云,东风1级,81 良
2022-02-28 周一,23°,14°,阴~小雨,西南风2级,81 良
2022-03-01 周二,16°,8°,阴~多云,北风3级,72 良
2022-03-02 周三,19°,10°,阴~多云,东北风2级,79 良
2022-03-03 周四,19°,13°,阴~小雨,东北风1级,94 良
2022-03-04 周五,22°,14°,阴~多云,东北风2级,68 良
2022-03-05 周六,24°,12°,小雨,北风2级,67 良
2022-03-06 周日,13°,8°,中雨~小雨,东北风3级,67 良
2022-03-07 周一,17°,6°,阴~晴,东北风2级,46 优
2022-03-08 周二,19°,10°,晴,东南风2级,56 良
2022-03-09 周三,24°,14°,晴~多云,东南风1级,62 良
2022-03-10 周四,26°,15°,多云~晴,南风2级,71 良
2022-03-11 周五,27°,16°,晴,东南风1级,80 良
2022-03-12 周六,29°,19°,多云~雷阵雨,南风2级,81 良
2022-03-13 周日,29°,19°,多云,西南风2级,66 良
2022-03-14 周一,29°,18°,小雨~多云,南风2级,71 良
2022-03-15 周二,26°,18°,雾~多云,东北风1级,99 良
2022-03-16 周三,28°,19°,雾~大雨,东南风2级,66 良
2022-03-17 周四,25°,12°,多云,西北风3级,31 优
2022-03-18 周五,14°,12°,多云,北风2级,22 优
2022-03-19 周六,18°,12°,多云~雷阵雨,东北风2级,45 优
2022-03-20 周日,12°,9°,雾~小雨,北风3级,63 良
2022-03-21 周一,10°,8°,小雨~中雨,北风3级,14 优
2022-03-22 周二,10°,7°,中雨~阴,西北风3级,20 优
2022-03-23 周三,13°,9°,小雨~多云,北风2级,26 优
2022-03-24 周四,16°,15°,多云~大雨,南风2级,27 优
2022-03-25 周五,19°,13°,中雨~阴,西南风3级,17 优
2022-03-26 周六,15°,12°,小雨~阴,北风3级,32 优
2022-03-27 周日,13°,10°,中雨~阴,西北风2级,49 优
